Start,End,Strand,Gene_ID,Gene_Name
2547749,2548939,+,Rv2276,cyp121
2548940,2549123,-,upstream_Rv2277c,upstream_Rv2277c
2549124,2550029,-,Rv2277c,Rv2277c
2550030,2551559,+,upstream_Rv2280,upstream_Rv2280
2551560,2552939,+,Rv2280,Rv2280
2552940,2553172,+,upstream_Rv2281,upstream_pitB
2553173,2554831,+,Rv2281,pitB
2554832,2554937,-,upstream_Rv2282c,upstream_Rv2282c
2554938,2555876,-,Rv2282c,Rv2282c
2555877,2555940,+,upstream_Rv2283,upstream_Rv2283
2555941,2556135,+,Rv2283,Rv2283
2556136,2556144,+,upstream_Rv2284,upstream_lipM
2556145,2557440,+,Rv2284,lipM
2557441,2557472,+,upstream_Rv2285,upstream_Rv2285
2557473,2558810,+,Rv2285,Rv2285
2558811,2558876,-,upstream_Rv2286c,upstream_Rv2286c
2558877,2559569,-,Rv2286c,Rv2286c
2559570,2559702,+,upstream_Rv2287,upstream_yjcE
2559703,2561331,+,Rv2287,yjcE
2561328,2561705,+,Rv2288,Rv2288
2561675,2562457,+,Rv2289,cdh
2562458,2562598,+,upstream_Rv2290,upstream_lppO
2562599,2563114,+,Rv2290,lppO
2563115,2563173,+,upstream_Rv2291,upstream_sseB
2563174,2564028,+,Rv2291,sseB
2564029,2564253,-,Rv2292c,Rv2292c
2564029,2564028,-,upstream_Rv2292c,upstream_Rv2292c
2564254,2564291,-,upstream_Rv2293c,upstream_Rv2293c
2564292,2565032,-,Rv2293c,Rv2293c
2565033,2565326,+,upstream_Rv2294,upstream_Rv2294
2565327,2566550,+,Rv2294,Rv2294
2566551,2566771,+,upstream_Rv2295,upstream_Rv2295
2566772,2567410,+,Rv2295,Rv2295
2567411,2567503,+,upstream_Rv2296,upstream_Rv2296
2567504,2568406,+,Rv2296,Rv2296
2568407,2568437,+,upstream_Rv2297,upstream_Rv2297
2568438,2568890,+,Rv2297,Rv2297
2568891,2569081,+,upstream_Rv2298,upstream_Rv2298
2569082,2570053,+,Rv2298,Rv2298
2570054,2570058,-,upstream_Rv2299c,upstream_htpG
2570059,2572002,-,Rv2299c,htpG
2572003,2572075,-,upstream_Rv2300c,upstream_Rv2300c
2572076,2573008,-,Rv2300c,Rv2300c
2573009,2573014,+,upstream_Rv2301,upstream_cut2
2573015,2573707,+,Rv2301,cut2
2573708,2573812,+,upstream_Rv2302,upstream_Rv2302
2573813,2574055,+,Rv2302,Rv2302
2574056,2574095,-,upstream_Rv2303c,upstream_Rv2303c
2574096,2575019,-,Rv2303c,Rv2303c
2575016,2575225,-,Rv2304c,Rv2304c
2575226,2575808,+,upstream_Rv2305,upstream_Rv2305
2575809,2577098,+,Rv2305,Rv2305
2577099,2577850,-,upstream_Rv2307c,upstream_Rv2307c
2577851,2578696,-,Rv2307c,Rv2307c
2578697,2579227,-,upstream_Rv2307A,upstream_Rv2307A
2579228,2579419,-,Rv2307A,Rv2307A
2579420,2579503,-,upstream_Rv2307B,upstream_Rv2307B
2579504,2579935,-,Rv2307B,Rv2307B
2579936,2580027,-,upstream_Rv2307D,upstream_Rv2307D
2580028,2580210,-,Rv2307D,Rv2307D
2580211,2580418,+,upstream_Rv2308,upstream_Rv2308
2580419,2581135,+,Rv2308,Rv2308
2581136,2581144,+,upstream_Rv2308a,upstream_Rv2308a
2581145,2581477,+,Rv2308a,Rv2308a
2581478,2581763,-,upstream_Rvnt24,upstream_metV
2581764,2581837,-,Rvnt24,metV
2581838,2583044,+,upstream_Rv2309A,upstream_Rv2309A
2583045,2583332,+,Rv2309A,Rv2309A
2583333,2583434,+,upstream_Rv2310,upstream_Rv2310
2583435,2583779,+,Rv2310,Rv2310
2583780,2583883,+,upstream_Rv2311,upstream_Rv2311
2583884,2584408,+,Rv2311,Rv2311
2584409,2584485,+,upstream_Rv2312,upstream_Rv2312
2584486,2584755,+,Rv2312,Rv2312
2584756,2585051,-,upstream_Rv2313c,upstream_Rv2313c
2585052,2585906,-,Rv2313c,Rv2313c
2585907,2585916,-,upstream_Rv2314c,upstream_Rv2314c
2585917,2587290,-,Rv2314c,Rv2314c
2587287,2588804,-,Rv2315c,Rv2315c
2588805,2588837,+,upstream_Rv2316,upstream_uspA
2588838,2589710,+,Rv2316,uspA
2589697,2590521,+,Rv2317,uspB
2590518,2591840,+,Rv2318,uspC
2591841,2591847,-,upstream_Rv2319c,upstream_Rv2319c
2591848,2592726,-,Rv2319c,Rv2319c
2592723,2594153,-,Rv2320c,rocE
2594154,2595360,-,upstream_Rv2323c,upstream_Rv2323c
2595361,2596269,-,Rv2323c,Rv2323c
2596270,2596333,+,upstream_Rv2324,upstream_Rv2324
2596334,2596780,+,Rv2324,Rv2324
2596781,2597008,-,upstream_Rv2325c,upstream_Rv2325c
2597009,2597857,-,Rv2325c,Rv2325c
2597854,2599947,-,Rv2326c,Rv2326c
2599948,2599987,+,upstream_Rv2327,upstream_Rv2327
2599988,2600479,+,Rv2327,Rv2327
2600480,2600730,+,upstream_Rv2328,upstream_PE23
2600731,2601879,+,Rv2328,PE23
2601880,2601913,-,upstream_Rv2329c,upstream_narK1
2601914,2603461,-,Rv2329c,narK1
2603462,2603694,-,upstream_Rv2330c,upstream_lppP
2603695,2604222,-,Rv2330c,lppP
2604223,2604296,+,upstream_Rv2331,upstream_Rv2331
2604297,2604683,+,Rv2331,Rv2331
2604684,2604739,+,upstream_Rv2331A,upstream_Rv2331A
2604740,2605078,+,Rv2331A,Rv2331A
2605079,2605107,+,upstream_Rv2332,upstream_mez
2605108,2606754,+,Rv2332,mez
2606708,2608321,-,Rv2333c,stp
2608322,2608795,+,upstream_Rv2334,upstream_cysK1
2608796,2609728,+,Rv2334,cysK1
2609729,2609731,+,upstream_Rv2335,upstream_cysE
2609732,2610421,+,Rv2335,cysE
2610422,2610836,+,upstream_Rv2336,upstream_Rv2336
2610837,2611805,+,Rv2336,Rv2336
2611806,2611868,-,upstream_Rv2337c,upstream_Rv2337c
2611869,2612987,-,Rv2337c,Rv2337c
2612988,2613106,-,upstream_Rv2338c,upstream_moeW
2613107,2614063,-,Rv2338c,moeW
2614064,2614692,+,upstream_Rv2339,upstream_mmpL9
2614693,2617581,+,Rv2339,mmpL9
2617582,2617666,-,upstream_Rv2340c,upstream_PE_PGRS39
2617667,2618908,-,Rv2340c,PE_PGRS39
2618909,2619406,-,upstream_Rvnt25,upstream_asnT
2619407,2619479,-,Rvnt25,asnT
2619480,2619596,+,upstream_Rv2341,upstream_lppQ
2619597,2620016,+,Rv2341,lppQ
2620017,2620271,+,upstream_Rv2342,upstream_Rv2342
2620272,2620529,+,Rv2342,Rv2342
2620530,2620532,-,upstream_Rv2343c,upstream_dnaG
2620533,2622452,-,Rv2343c,dnaG
2622453,2622456,-,upstream_Rv2344c,upstream_dgt
2622457,2623752,-,Rv2344c,dgt
2623753,2623820,+,upstream_Rv2345,upstream_Rv2345
2623821,2625803,+,Rv2345,Rv2345
2625804,2625887,-,upstream_Rv2346c,upstream_esxO
2625888,2626172,-,Rv2346c,esxO
2626173,2626222,-,upstream_Rv2347c,upstream_esxP
2626223,2626519,-,Rv2347c,esxP
2626520,2626653,-,upstream_Rv2348c,upstream_Rv2348c
2626654,2626980,-,Rv2348c,Rv2348c
2626981,2627171,-,upstream_Rv2349c,upstream_plcC
2627172,2628698,-,Rv2349c,plcC
2628699,2628780,-,upstream_Rv2350c,upstream_plcB
2628781,2630319,-,Rv2350c,plcB
2630320,2630536,-,upstream_Rv2351c,upstream_plcA
2630537,2632075,-,Rv2351c,plcA
2632076,2632922,-,upstream_Rv2352c,upstream_PPE38
2632923,2634098,-,Rv2352c,PPE38
2634099,2634527,-,upstream_Rv2353c,upstream_PPE39
2634528,2635592,-,Rv2353c,PPE39
2635593,2639672,-,upstream_Rv2357c,upstream_glyS
2639673,2641064,-,Rv2357c,glyS
2641065,2641245,+,upstream_Rv2358,upstream_smtB
2641246,2641653,+,Rv2358,smtB
2641650,2642042,+,Rv2359,zur
2642043,2642149,-,upstream_Rv2360c,upstream_Rv2360c
2642150,2642578,-,Rv2360c,Rv2360c
2642578,2643468,-,Rv2361c,Rv2361c
2642579,2642577,-,upstream_Rv2361c,upstream_Rv2361c
2643461,2644258,-,Rv2362c,recO
2644259,2644319,+,upstream_Rv2363,upstream_amiA2
2644320,2645774,+,Rv2363,amiA2
2645771,2646673,-,Rv2364c,era
2646674,2646746,-,upstream_Rv2365c,upstream_Rv2365c
2646747,2647088,-,Rv2365c,Rv2365c
2647060,2648367,-,Rv2366c,Rv2366c
2648364,2648912,-,Rv2367c,Rv2367c
2648913,2648915,-,upstream_Rv2368c,upstream_phoH1
2648916,2649974,-,Rv2368c,phoH1
2649946,2650248,-,Rv2369c,Rv2369c
2650245,2651558,-,Rv2370c,Rv2370c
2651559,2651752,+,upstream_Rv2371,upstream_PE_PGRS40
2651753,2651938,+,Rv2371,PE_PGRS40
2651939,2652036,-,upstream_Rv2372c,upstream_Rv2372c
2652037,2652825,-,Rv2372c,Rv2372c
2652826,2652838,-,upstream_Rv2373c,upstream_dnaJ2
2652839,2653987,-,Rv2373c,dnaJ2
2653988,2654061,-,upstream_Rv2374c,upstream_hrcA
2654062,2655093,-,Rv2374c,hrcA
2655094,2655264,+,upstream_Rv2375,upstream_Rv2375
2655265,2655582,+,Rv2375,Rv2375
2655583,2655608,-,upstream_Rv2376c,upstream_cfp2
2655609,2656115,-,Rv2376c,cfp2
2656116,2656214,-,upstream_Rv2377c,upstream_Rv2377c
2656215,2656430,-,Rv2377c,Rv2377c
2656408,2657703,-,Rv2378c,mbtG
2657700,2662085,-,Rv2379c,mbtF
2662067,2667115,-,Rv2380c,mbtE
2667116,2667254,-,upstream_Rv2381c,upstream_mbtD
2667255,2670269,-,Rv2381c,mbtD
2670269,2671603,-,Rv2382c,mbtC
2670270,2670268,-,upstream_Rv2382c,upstream_mbtC
2671593,2675837,-,Rv2383c,mbtB
2675838,2675935,+,upstream_Rv2384,upstream_mbtA
2675936,2677633,+,Rv2384,mbtA
2677634,2677728,+,upstream_Rv2385,upstream_mbtJ
2677729,2678649,+,Rv2385,mbtJ
2678650,2678652,-,upstream_Rv2386c,upstream_mbtI
2678653,2680005,-,Rv2386c,mbtI
2680006,2680457,+,upstream_Rv2386a,upstream_Rv2386a
2680458,2680667,+,Rv2386a,Rv2386a
2680668,2680764,+,upstream_Rv2387,upstream_Rv2387
2680765,2682018,+,Rv2387,Rv2387
2682015,2683142,-,Rv2388c,hemN
2683143,2683247,-,upstream_Rv2389c,upstream_rpfD
2683248,2683712,-,Rv2389c,rpfD
2683709,2684266,-,Rv2390c,Rv2390c
2684267,2684678,+,upstream_Rv2391,upstream_sirA
2684679,2686370,+,Rv2391,sirA
2686367,2687131,+,Rv2392,cysH
2687128,2687973,+,Rv2393,che1
2687974,2688009,+,upstream_Rv2394,upstream_ggtB
2688010,2689941,+,Rv2394,ggtB
2689942,2690071,+,upstream_Rv2395,upstream_Rv2395
2690072,2692075,+,Rv2395,Rv2395
2692076,2692171,+,upstream_RVnc0024,upstream_mcr7
2692172,2692521,+,RVnc0024,mcr7
2692224,2692439,+,Rv2395A,aprA
2692440,2692550,+,upstream_Rv2395B,upstream_aprB
2692551,2692715,+,Rv2395B,aprB
2692716,2692798,+,upstream_Rv2396,upstream_PE_PGRS41
2692799,2693884,+,Rv2396,PE_PGRS41
2693885,2693908,-,upstream_Rv2397c,upstream_cysA1
2693909,2694964,-,Rv2397c,cysA1
2694965,2694980,-,upstream_Rv2398c,upstream_cysW
2694981,2695799,-,Rv2398c,cysW
2695796,2696647,-,Rv2399c,cysT
2696644,2697714,-,Rv2400c,subI
2697715,2697727,+,upstream_Rv2401,upstream_Rv2401
2697728,2698057,+,Rv2401,Rv2401
2698042,2698245,-,Rv2401A,Rv2401A
2698246,2698528,+,upstream_Rv2402,upstream_Rv2402
2698529,2700457,+,Rv2402,Rv2402
2700458,2700534,-,upstream_Rv2403c,upstream_lppR
2700535,2701290,-,Rv2403c,lppR
2701287,2703248,-,Rv2404c,lepA
2703249,2703268,+,upstream_Rv2405,upstream_Rv2405
2703269,2703838,+,Rv2405,Rv2405
2703839,2704008,-,upstream_Rv2406c,upstream_Rv2406c
2704009,2704437,-,Rv2406c,Rv2406c
2704438,2704696,+,upstream_Rv2407,upstream_Rv2407
2704697,2705518,+,Rv2407,Rv2407
2705519,2705761,+,upstream_Rv2408,upstream_PE24
2705762,2706736,+,Rv2408,PE24
2706494,2707333,-,Rv2409c,Rv2409c
2707333,2708310,-,Rv2410c,Rv2410c
2707334,2707332,-,upstream_Rv2410c,upstream_Rv2410c
2708310,2709965,-,Rv2411c,Rv2411c
2708311,2708309,-,upstream_Rv2411c,upstream_Rv2411c
2709966,2710074,+,upstream_Rv2412,upstream_rpsT
2710075,2710335,+,Rv2412,rpsT
2710336,2710350,-,upstream_Rv2413c,upstream_Rv2413c
2710351,2711301,-,Rv2413c,Rv2413c
2711302,2711331,-,upstream_Rv2414c,upstream_Rv2414c
2711332,2712876,-,Rv2414c,Rv2414c
2712877,2712890,-,upstream_Rv2415c,upstream_Rv2415c
2712891,2713784,-,Rv2415c,Rv2415c
2713785,2714123,-,upstream_Rv2416c,upstream_eis
2714124,2715332,-,Rv2416c,eis
2715333,2715471,-,upstream_Rv2417c,upstream_Rv2417c
2715472,2716314,-,Rv2417c,Rv2417c
2716315,2716394,-,upstream_Rv2418c,upstream_Rv2418c
2716395,2717138,-,Rv2418c,Rv2418c
2717128,2717799,-,Rv2419c,gpgP
2717796,2718176,-,Rv2420c,Rv2420c
2718173,2718808,-,Rv2421c,nadD
2718809,2719082,+,upstream_Rv2422,upstream_Rv2422
2719083,2719355,+,Rv2422,Rv2422
2719356,2719596,+,upstream_Rv2423,upstream_Rv2423
2719597,2720643,+,Rv2423,Rv2423
2720644,2720775,-,upstream_Rv2424c,upstream_Rv2424c
2720776,2721777,-,Rv2424c,Rv2424c
2721778,2721865,-,upstream_Rv2425c,upstream_Rv2425c
2721866,2723308,-,Rv2425c,Rv2425c
2723308,2724183,-,Rv2426c,Rv2426c
2723309,2723307,-,upstream_Rv2426c,upstream_Rv2426c
2724184,2724229,-,upstream_Rv2427c,upstream_proA
2724230,2725477,-,Rv2427c,proA
2725478,2726192,+,upstream_Rv2428,upstream_ahpC
2726193,2726780,+,Rv2428,ahpC
2726781,2726805,+,upstream_Rv2429,upstream_ahpD
2726806,2727339,+,Rv2429,ahpD
2727336,2727920,-,Rv2430c,PPE41
2727921,2727966,-,upstream_Rv2431c,upstream_PE25
2727967,2728266,-,Rv2431c,PE25
2728267,2728436,-,upstream_Rv2432c,upstream_Rv2432c
2728437,2728847,-,Rv2432c,Rv2432c
2728844,2729134,-,Rv2433c,Rv2433c
2729115,2730560,-,Rv2434c,Rv2434c
2730557,2732749,-,Rv2435c,Rv2435c
2732750,2733229,+,upstream_Rv2436,upstream_rbsK
2733230,2734144,+,Rv2436,rbsK
2734145,2734375,+,upstream_Rv2437,upstream_Rv2437
2734376,2734795,+,Rv2437,Rv2437
2734792,2736831,-,Rv2438c,nadE
2736709,2736987,+,Rv2438A,Rv2438A
2736988,2737116,-,upstream_Rv2439c,upstream_proB
2737117,2738247,-,Rv2439c,proB
2738247,2739686,-,Rv2440c,obg
2738248,2738246,-,upstream_Rv2440c,upstream_obg
2739687,2739771,-,upstream_Rv2441c,upstream_rpmA
2739772,2740032,-,Rv2441c,rpmA
2740033,2740046,-,upstream_Rv2442c,upstream_rplU
2740047,2740361,-,Rv2442c,rplU
2740362,2740708,+,upstream_Rv2443,upstream_dctA
2740709,2742184,+,Rv2443,dctA
2742123,2744984,-,Rv2444c,rne
2744985,2745313,-,upstream_Rv2445c,upstream_ndkA
2745314,2745724,-,Rv2445c,ndkA
2745725,2745766,-,upstream_Rv2446c,upstream_Rv2446c
2745767,2746138,-,Rv2446c,Rv2446c
2746135,2747598,-,Rv2447c,folC
2747595,2750225,-,Rv2448c,valS
2750226,2750312,-,upstream_Rv2449c,upstream_Rv2449c
2750313,2751572,-,Rv2449c,Rv2449c
2751573,2751661,-,upstream_Rv2450c,upstream_rpfE
2751662,2752180,-,Rv2450c,rpfE
2752181,2752261,+,upstream_Rv2451,upstream_Rv2451
2752262,2752660,+,Rv2451,Rv2451
2752661,2752847,-,upstream_Rv2452c,upstream_Rv2452c
2752848,2752994,-,Rv2452c,Rv2452c
2752995,2753017,-,upstream_Rv2453c,upstream_mobA
2753018,2753623,-,Rv2453c,mobA
2753624,2753624,-,upstream_Rv2454c,upstream_Rv2454c
2753625,2754746,-,Rv2454c,Rv2454c
2754743,2756704,-,Rv2455c,Rv2455c
2756705,2756935,-,upstream_Rv2456c,upstream_Rv2456c
2756936,2758192,-,Rv2456c,Rv2456c
2758193,2758207,-,upstream_Rv2457c,upstream_clpX
2758208,2759488,-,Rv2457c,clpX
2759489,2759778,+,upstream_Rv2458,upstream_mmuM
2759779,2760687,+,Rv2458,mmuM
2760688,2760853,+,upstream_Rv2459,upstream_Rv2459
2760854,2762380,+,Rv2459,Rv2459
2762381,2762530,-,upstream_Rv2460c,upstream_clpP2
2762531,2763175,-,Rv2460c,clpP2
2763172,2763774,-,Rv2461c,clpP1
2763775,2763890,-,upstream_Rv2462c,upstream_tig
2763891,2765291,-,Rv2462c,tig
2765292,2765330,-,upstream_Rvnt26,upstream_proU
2765331,2765404,-,Rvnt26,proU
2765405,2765540,+,upstream_Rvnt27,upstream_glyV
2765541,2765611,+,Rvnt27,glyV
2765612,2765654,+,upstream_Rv2463,upstream_lipP
2765655,2766839,+,Rv2463,lipP
2766840,2766858,-,upstream_Rv2464c,upstream_Rv2464c
2766859,2767665,-,Rv2464c,Rv2464c
2767666,2767670,-,upstream_Rv2465c,upstream_rpiB
2767671,2768159,-,Rv2465c,rpiB
2768160,2768260,-,upstream_Rv2466c,upstream_Rv2466c
2768261,2768884,-,Rv2466c,Rv2466c
2768885,2768985,+,upstream_Rv2467,upstream_pepN
2768986,2771571,+,Rv2467,pepN
2771572,2771643,-,upstream_Rv2468c,upstream_Rv2468c
2771644,2772147,-,Rv2468c,Rv2468c
2772098,2772331,-,Rv2468A,Rv2468A
2772332,2772366,-,upstream_Rv2469c,upstream_Rv2469c
2772367,2773035,-,Rv2469c,Rv2469c
2773036,2773177,+,upstream_Rv2470,upstream_glbO
2773178,2773564,+,Rv2470,glbO
2773564,2775204,+,Rv2471,aglA
2773565,2773563,+,upstream_Rv2471,upstream_aglA
2775205,2775271,+,upstream_Rv2472,upstream_Rv2472
2775272,2775565,+,Rv2472,Rv2472
2775566,2775567,+,upstream_Rv2473,upstream_Rv2473
2775568,2776284,+,Rv2473,Rv2473
2776285,2776315,-,upstream_Rv2474c,upstream_Rv2474c
2776316,2776969,-,Rv2474c,Rv2474c
2776970,2776974,-,upstream_Rv2475c,upstream_Rv2475c
2776975,2777391,-,Rv2475c,Rv2475c
2777388,2782262,-,Rv2476c,gdh
2782263,2782365,-,upstream_Rv2477c,upstream_Rv2477c
2782366,2784042,-,Rv2477c,Rv2477c
2784043,2784122,-,upstream_Rv2478c,upstream_Rv2478c
2784123,2784608,-,Rv2478c,Rv2478c
2784609,2786574,-,upstream_Rv2481c,upstream_Rv2481c
2786575,2786898,-,Rv2481c,Rv2481c
2786899,2786913,-,upstream_Rv2482c,upstream_plsB2
2786914,2789283,-,Rv2482c,plsB2
2789280,2791022,-,Rv2483c,plsC
2791019,2792494,-,Rv2484c,Rv2484c
2792495,2792722,-,upstream_Rv2485c,upstream_lipQ
2792723,2793988,-,Rv2485c,lipQ
2793989,2794175,+,upstream_Rvnt28,upstream_argW
2794176,2794249,+,Rvnt28,argW
2794250,2794349,+,upstream_Rv2486,upstream_echA14
2794350,2795120,+,Rv2486,echA14
2795121,2795300,-,upstream_Rv2487c,upstream_PE_PGRS42
2795301,2797385,-,Rv2487c,PE_PGRS42
2797386,2797466,-,upstream_Rv2488c,upstream_Rv2488c
2797467,2800880,-,Rv2488c,Rv2488c
2800846,2801145,-,Rv2489c,Rv2489c
2801146,2801253,-,upstream_Rv2490c,upstream_PE_PGRS43
2801254,2806236,-,Rv2490c,PE_PGRS43
2806237,2806322,-,upstream_Rv2490a,upstream_Rv2490a
2806323,2806529,-,Rv2490a,Rv2490a
2806530,2806664,+,upstream_Rv2491,upstream_Rv2491
2806665,2807288,+,Rv2491,Rv2491
2807278,2808030,+,Rv2492,Rv2492
2808031,2808082,+,upstream_Rv2493,upstream_vapB38
2808083,2808304,+,Rv2493,vapB38
2808305,2808309,+,upstream_Rv2494,upstream_vapC38
2808310,2808735,+,Rv2494,vapC38
2808736,2808757,-,upstream_Rv2495c,upstream_bkdC
2808758,2809939,-,Rv2495c,bkdC
2809936,2810982,-,Rv2496c,bkdB
2810983,2810992,-,upstream_Rv2497c,upstream_bkdA
2810993,2812096,-,Rv2497c,bkdA
2812097,2812354,-,upstream_Rv2498c,upstream_citE
2812355,2813176,-,Rv2498c,citE
2813173,2813730,-,Rv2499c,Rv2499c
2813727,2814911,-,Rv2500c,fadE19
2814912,2814915,-,upstream_Rv2501c,upstream_accA1
2814916,2816880,-,Rv2501c,accA1
2816881,2816884,-,upstream_Rv2502c,upstream_accD1
2816885,2818474,-,Rv2502c,accD1
2818471,2819127,-,Rv2503c,scoB
2819124,2819870,-,Rv2504c,scoA
2819871,2819952,-,upstream_Rv2505c,upstream_fadD35
2819953,2821596,-,Rv2505c,fadD35
2821597,2821711,+,upstream_Rv2506,upstream_Rv2506
2821712,2822359,+,Rv2506,Rv2506
2822360,2822437,+,upstream_Rv2507,upstream_Rv2507
2822438,2823259,+,Rv2507,Rv2507
2823256,2824593,-,Rv2508c,Rv2508c
2824594,2824677,+,upstream_Rv2509,upstream_Rv2509
2824678,2825484,+,Rv2509,Rv2509
2825485,2825487,-,upstream_Rv2510c,upstream_Rv2510c
2825488,2827089,-,Rv2510c,Rv2510c
2827090,2827156,+,upstream_Rv2511,upstream_orn
2827157,2827804,+,Rv2511,orn
2827805,2827853,+,upstream_Rvnt29,upstream_hisT
2827854,2827926,+,Rvnt29,hisT
2827927,2828555,-,upstream_Rv2512c,upstream_Rv2512c
2828556,2829803,-,Rv2512c,Rv2512c
2829804,2829953,+,upstream_Rv2512a,upstream_Rv2512a
2829954,2830139,+,Rv2512a,Rv2512a
2830140,2830160,+,upstream_Rv2513,upstream_Rv2513
2830161,2830583,+,Rv2513,Rv2513
2830584,2830876,-,upstream_Rv2514c,upstream_Rv2514c
2830877,2831338,-,Rv2514c,Rv2514c
2831339,2831343,-,upstream_Rv2515c,upstream_Rv2515c
2831344,2832591,-,Rv2515c,Rv2515c
2832592,2832709,-,upstream_Rv2516c,upstream_Rv2516c
2832710,2833513,-,Rv2516c,Rv2516c
2833510,2833761,-,Rv2517c,Rv2517c
2833762,2834108,-,upstream_Rv2518c,upstream_ldtB
2834109,2835335,-,Rv2518c,ldtB
2835336,2835493,+,upstream_Rvnt30,upstream_lysU
2835494,2835566,+,Rvnt30,lysU
2835567,2835784,+,upstream_Rv2519,upstream_PE26
2835785,2837263,+,Rv2519,PE26
2837264,2837387,-,upstream_Rv2520c,upstream_Rv2520c
2837388,2837615,-,Rv2520c,Rv2520c
2837616,2837683,+,upstream_Rv2521,upstream_bcp
2837684,2838157,+,Rv2521,bcp
2838129,2839541,-,Rv2522c,Rv2522c
2839538,2839930,-,Rv2523c,acpS
2839931,2840122,-,upstream_Rv2524c,upstream_fas
2840123,2849332,-,Rv2524c,fas
2849333,2849851,-,upstream_Rv2525c,upstream_Rv2525c
2849852,2850574,-,Rv2525c,Rv2525c
2850575,2851090,+,upstream_Rv2526,upstream_vapB17
2851091,2851318,+,Rv2526,vapB17
2851315,2851716,+,Rv2527,vapC17
2851717,2851750,-,upstream_Rv2528c,upstream_mrr
2851751,2852671,-,Rv2528c,mrr
2852672,2852874,+,upstream_Rv2529,upstream_Rv2529
2852875,2854266,+,Rv2529,Rv2529
2854267,2854686,-,Rv2530c,vapC39
2854267,2854266,-,upstream_Rv2530c,upstream_vapC39
2854683,2854907,-,Rv2530A,vapB39
2854908,2854937,-,upstream_Rv2531c,upstream_Rv2531c
2854938,2857781,-,Rv2531c,Rv2531c
2857782,2857852,-,upstream_Rv2532c,upstream_Rv2532c
2857853,2858254,-,Rv2532c,Rv2532c
2858254,2858724,-,Rv2533c,nusB
2858255,2858253,-,upstream_Rv2533c,upstream_nusB
2858725,2858726,-,upstream_Rv2534c,upstream_efp
2858727,2859290,-,Rv2534c,efp
2859291,2859299,-,upstream_Rv2535c,upstream_pepQ
2859300,2860418,-,Rv2535c,pepQ
2860419,2860451,+,upstream_Rv2536,upstream_Rv2536
2860452,2861144,+,Rv2536,Rv2536
2861145,2861147,-,upstream_Rv2537c,upstream_aroD
2861148,2861591,-,Rv2537c,aroD
2861588,2862676,-,Rv2538c,aroB
2862673,2863203,-,Rv2539c,aroK
2863204,2863206,-,upstream_Rv2540c,upstream_aroF
2863207,2864412,-,Rv2540c,aroF
2864413,2864426,+,upstream_Rv2541,upstream_Rv2541
2864427,2864834,+,Rv2541,Rv2541
2864835,2865129,+,upstream_Rv2542,upstream_Rv2542
2865130,2866341,+,Rv2542,Rv2542
2866342,2866467,+,upstream_Rv2543,upstream_lppA
2866468,2867127,+,Rv2543,lppA
2867124,2867786,+,Rv2544,lppB
2867783,2868061,+,Rv2545,vapB18
2868062,2868153,+,upstream_Rv2546,upstream_vapC18
2868154,2868567,+,Rv2546,vapC18
2868568,2868605,+,upstream_Rv2547,upstream_vapB19
2868606,2868863,+,Rv2547,vapB19
2868860,2869237,+,Rv2548,vapC19
2869238,2869252,-,upstream_Rv2548A,upstream_Rv2548A
2869253,2869627,-,Rv2548A,Rv2548A
2869628,2869726,-,upstream_Rv2549c,upstream_vapC20
2869727,2870122,-,Rv2549c,vapC20
2870119,2870364,-,Rv2550c,vapB20
2870365,2870774,-,upstream_Rv2551c,upstream_Rv2551c
2870775,2871194,-,Rv2551c,Rv2551c
2871195,2871205,-,upstream_Rv2552c,upstream_aroE
2871206,2872015,-,Rv2552c,aroE
2872012,2873265,-,Rv2553c,Rv2553c
2873258,2873770,-,Rv2554c,Rv2554c
2873771,2876485,-,Rv2555c,alaS
2873771,2873770,-,upstream_Rv2555c,upstream_alaS
2876486,2876575,-,upstream_Rv2556c,upstream_Rv2556c
2876576,2876965,-,Rv2556c,Rv2556c
2876966,2877071,+,upstream_Rv2557,upstream_Rv2557
2877072,2877746,+,Rv2557,Rv2557
2877747,2877830,+,upstream_Rv2558,upstream_Rv2558
2877831,2878541,+,Rv2558,Rv2558
2878542,2878570,-,upstream_Rv2559c,upstream_Rv2559c
2878571,2879929,-,Rv2559c,Rv2559c
2879930,2880074,+,upstream_Rv2560,upstream_Rv2560
2880075,2881052,+,Rv2560,Rv2560
2881053,2882289,+,upstream_Rv2563,upstream_Rv2563
2882290,2883339,+,Rv2563,Rv2563
2883340,2883341,+,upstream_Rv2564,upstream_glnQ
2883342,2884334,+,Rv2564,glnQ
2884335,2884610,+,upstream_Rv2565,upstream_Rv2565
2884611,2886362,+,Rv2565,Rv2565
2886363,2886372,+,upstream_Rv2566,upstream_Rv2566
2886373,2889795,+,Rv2566,Rv2566
2889795,2892449,+,Rv2567,Rv2567
2889796,2889794,+,upstream_Rv2567,upstream_Rv2567
2892446,2893471,-,Rv2568c,Rv2568c
2893464,2894408,-,Rv2569c,Rv2569c
2894409,2894511,+,upstream_Rv2570,upstream_Rv2570
2894512,2894901,+,Rv2570,Rv2570
2894893,2895960,-,Rv2571c,Rv2571c
2895961,2896012,-,upstream_Rv2572c,upstream_aspS
2896013,2897803,-,Rv2572c,aspS
2897804,2898042,+,upstream_Rv2573,upstream_Rv2573
2898043,2898783,+,Rv2573,Rv2573
